,lr,weight_decay,elasticity,bounding_box_size,num_samples,mean,std
0,1e-06,0,1.0,0.001,18805,-14190.3310546875,254.45118713378906
1,1e-06,0,1.0,0.0001,18805,-14338.28125,7.3507256507873535
2,1e-06,0,2.0,0.001,18805,-15029.46875,258.05169677734375
3,1e-06,0,2.0,0.0001,18805,-15646.0703125,5.104343891143799
4,1e-06,0,3.0,0.001,18805,-15810.8203125,86.59982299804688
5,1e-06,0,3.0,0.0001,18805,-15969.9033203125,6.380538463592529
